id,type,code,latin,persian,description,parent_id,is_active,is_default
2b2ad8e5-637f-45b3-b245-65d6ef5ed27f,ENUM_TYPE,DEC,Declined,رد دعوت,,b6d7cb20-360a-4311-a9bf-0585d22520e4,true,false
144fd591-0501-4d3b-9e49-ed5c2d8d5de5,ENUM_TYPE,EXC,Excused,معذور,,b6d7cb20-360a-4311-a9bf-0585d22520e4,true,false
36e25c50-b134-444d-842c-8050ba36dc5c,ENUM_TYPE,DLG,Delegated,جانشین معرفی شد,,b6d7cb20-360a-4311-a9bf-0585d22520e4,true,false
1f4e7775-7fa5-498a-9410-992c24cb09fe,ENUM_TYPE,ENUM_NOTIFICATION_METHOD,روش‌های اطلاع رسانی,روش‌های اطلاع رسانی,Parent category for روش‌های اطلاع رسانی,,true,false
c3ec33de-6348-4eec-99b2-c4c6b3b2007f,ENUM_TYPE,SYS,System Notification,اعلان سیستمی,اعلان در سامانه,1f4e7775-7fa5-498a-9410-992c24cb09fe,true,false
0bdab8c2-a660-410f-ad1f-9aa503eed9b2,ENUM_TYPE,EML,Email,ایمیل,ارسال از طریق پست الکترونیکی,1f4e7775-7fa5-498a-9410-992c24cb09fe,true,false
20f1e124-7a78-4fa0-bd12-1a758960c950,ENUM_TYPE,SMS,SMS,پیامک,ارسال پیامک,1f4e7775-7fa5-498a-9410-992c24cb09fe,true,false
5aff4562-1bec-434f-a21f-ba856818096e,ENUM_TYPE,LET,Official Letter,نامه رسمی,نامه اداری کاغذی یا دبیرخانه‌ای,1f4e7775-7fa5-498a-9410-992c24cb09fe,true,false
8b79a5ed-3b6e-4900-855d-75e6c71668ec,ENUM_TYPE,MEM,Administrative Memo,یادداشت اداری,مکاتبه داخلی,1f4e7775-7fa5-498a-9410-992c24cb09fe,true,false
3abc8eaf-1b33-434c-882e-add460918ae1,ENUM_TYPE,APP,Mobile Application,اپلیکیشن موبایل,اعلان در اپلیکیشن,1f4e7775-7fa5-498a-9410-992c24cb09fe,true,false
ecfd30b1-9723-452a-8c82-001273931788,ENUM_TYPE,TEL,Telephone Call,تماس تلفنی,اطلاع‌رسانی تلفنی,1f4e7775-7fa5-498a-9410-992c24cb09fe,true,false
a75d4a49-6e44-41fa-b96d-fd6bef8ffb47,ENUM_TYPE,MSG,Instant Message,پیام‌رسان,واتساپ، بله، ایتا، تلگرام و مشابه,1f4e7775-7fa5-498a-9410-992c24cb09fe,true,false
a8d2677d-4122-40a0-884c-262b2c501b47,ENUM_TYPE,EDO,Electronic Correspondence,مکاتبات الکترونیکی,سامانه اتوماسیون اداری,1f4e7775-7fa5-498a-9410-992c24cb09fe,true,false
d6805df9-2e44-4c44-835a-376344a54460,ENUM_TYPE,PUB,Public Announcement,اطلاعیه عمومی,تابلو اعلانات یا درگاه ارتباط با ذینفعان,1f4e7775-7fa5-498a-9410-992c24cb09fe,true,false
7e8e34f3-0855-4eac-98d9-310c1629ef48,ENUM_TYPE,OTH,Other,سایر,روش‌های خاص,1f4e7775-7fa5-498a-9410-992c24cb09fe,true,false
8db00681-0d7f-4e2d-9d73-23dcc0f9a94e,ENUM_TYPE,ENUM_AGENDA_ITEM_STATUS,وضعیت دستور کارهای جلسه,وضعیت دستور کارهای جلسه,Parent category for وضعیت دستور کارهای جلسه,,true,false
ad77d914-b7fa-4828-96be-a444b7817ff9,ENUM_TYPE,DRF,Draft,پیش‌نویس,موضوع ایجاد شده ولی هنوز برای بررسی یا طرح در جلسه آماده نشده است.,8db00681-0d7f-4e2d-9d73-23dcc0f9a94e,true,false
c46d29bd-d774-4123-a0e7-1b58ed5626ad,ENUM_TYPE,PRP,Proposed,پیشنهادی,موضوع توسط متقاضی یا دبیرخانه ثبت و پیشنهاد شده است.,8db00681-0d7f-4e2d-9d73-23dcc0f9a94e,true,false
654b7341-c41c-4575-b091-3f82a38225da,ENUM_TYPE,REV,Under Review,در حال بررسی,موضوع در حال بررسی کارشناسی، حقوقی، مالی یا مدیریتی است.,8db00681-0d7f-4e2d-9d73-23dcc0f9a94e,true,false
2e08b377-a9a7-4713-a5e4-96f88966d90d,ENUM_TYPE,SCH,Scheduled,برنامه‌ریزی شده,موضوع برای طرح در یک جلسه مشخص زمان‌بندی شده است.,8db00681-0d7f-4e2d-9d73-23dcc0f9a94e,true,false
74edc5fa-ec4f-41a1-95cb-95fb0cab955a,ENUM_TYPE,CRF,Carried Forward,منتقل از جلسه قبل,موضوع از یک یا چند جلسه قبلی بدون تعیین تکلیف به جلسه جاری منتقل شده است.,8db00681-0d7f-4e2d-9d73-23dcc0f9a94e,true,false
99682e56-c7db-486f-b79c-30a906d86bf9,ENUM_TYPE,IPR,In Progress,در حال طرح,موضوع در جلسه جاری در حال ارائه، بحث یا بررسی است.,8db00681-0d7f-4e2d-9d73-23dcc0f9a94e,true,false
85e41a42-6955-46e2-b654-7a33ad18ca5c,ENUM_TYPE,HLD,On Hold,متوقف,بررسی یا پیگیری موضوع به‌صورت موقت متوقف شده است.,8db00681-0d7f-4e2d-9d73-23dcc0f9a94e,true,false
3ae690dc-9def-4a63-8bb1-7b90cebe038f,ENUM_TYPE,PST,Postponed,موکول به جلسه آینده,در جلسه تصمیم گرفته شده که موضوع در جلسه آینده مجدداً مطرح شود.,8db00681-0d7f-4e2d-9d73-23dcc0f9a94e,true,false
42c53acb-97e0-4f5f-9d29-aa96a6dbd2a1,ENUM_TYPE,DEF,Deferred,معوق,موضوع پس از یک یا چند جلسه همچنان تعیین تکلیف نشده و در فهرست موارد معوق قرار دارد.,8db00681-0d7f-4e2d-9d73-23dcc0f9a94e,true,false
d264ff43-ce07-4876-a51a-05107dbdcd04,ENUM_TYPE,ACT,Action Pending,در انتظار اقدام,تصمیم اتخاذ شده و منتظر اجرای اقدامات مصوب است.,8db00681-0d7f-4e2d-9d73-23dcc0f9a94e,true,false
ea914fc7-7300-4fc1-bccc-e7dc156fb1a1,ENUM_TYPE,IMP,Implementing,در حال اجرا,اجرای مصوبه یا اقدامات مربوط به موضوع آغاز شده است.,8db00681-0d7f-4e2d-9d73-23dcc0f9a94e,true,false
5f907832-cf04-4bc3-95d2-ba9dd1406cdc,ENUM_TYPE,CMP,Completed,اجرا شده,تمامی اقدامات مصوب به‌طور کامل انجام شده است.,8db00681-0d7f-4e2d-9d73-23dcc0f9a94e,true,false
d1e0eab7-ee13-4ed2-a90c-f7c77b05f949,ENUM_TYPE,CLS,Closed,مختومه,موضوع پس از اجرا، رد، ابطال یا تعیین تکلیف نهایی بسته شده است.,8db00681-0d7f-4e2d-9d73-23dcc0f9a94e,true,false
265f2a6f-be2c-4ed2-9e57-63b408e84d2b,ENUM_TYPE,CAN,Cancelled,لغو شده,موضوع قبل از تصمیم‌گیری نهایی از فرآیند خارج شده است.,8db00681-0d7f-4e2d-9d73-23dcc0f9a94e,true,false
7f18399d-ba48-4f75-b6be-169fd566a4b9,ENUM_TYPE,ARC,Archived,بایگانی شده,پرونده صرفاً جهت نگهداری سوابق بایگانی شده و دیگر فعال نیست.,8db00681-0d7f-4e2d-9d73-23dcc0f9a94e,true,false
43c15f1a-f5d1-42eb-a4b3-dd1429784e7a,ENUM_TYPE,ENUM_QUORUM_INVALID_REASON,دلایل عدم برگزاری جلسه,دلایل عدم برگزاری جلسه,Parent category for دلایل عدم برگزاری جلسه,,true,false
d1131b0e-deaa-45c9-b9ce-69ce5658d45b,ENUM_TYPE,QRM,InadequateQuorum,عدم تحقق حد نصاب,تعداد اعضای حاضر دارای حق رأی کمتر از نصاب قانونی است.,43c15f1a-f5d1-42eb-a4b3-dd1429784e7a,true,false
8df6bdfa-d22d-444c-b754-d4c7b7fe6fa2,ENUM_TYPE,ABS-CHM,ChairmanAbsence,غیبت رئیس کمیسیون,رئیس جلسه یا جانشین قانونی وی در جلسه حضور ندارد.,43c15f1a-f5d1-42eb-a4b3-dd1429784e7a,true,false
9fc6a4de-f349-4ce7-a837-5db8cbc1da8f,ENUM_TYPE,ABS-SEC,SecretaryAbsence,غیبت دبیر کمیسیون,مسئول ثبت صورتجلسه و تطبیق فرآیندها حاضر نیست.,43c15f1a-f5d1-42eb-a4b3-dd1429784e7a,true,false
1e2fb1bb-f148-4cbb-b5d1-7e00ff45106c,ENUM_TYPE,ABS-OBS,ObserverAbsence,غیبت ناظر الزامی,ناظرین قانونی (مانند حراست یا بازرسی) در جلسات حساس حضور ندارند.,43c15f1a-f5d1-42eb-a4b3-dd1429784e7a,true,false
f2c9f8c5-e9ac-4fb9-a6f4-00dd7ab06627,ENUM_TYPE,ABS-SME,MandatoryExpertAbsence,غیبت کارشناس الزامی,مدعو فنی یا خبره‌ای که حضورش برای تایید گزارش الزامی است، غایب است.,43c15f1a-f5d1-42eb-a4b3-dd1429784e7a,true,false
0bfb8634-0648-4890-afc8-ca815dfef406,ENUM_TYPE,ABS-REQ,RequesterAbsence,غیبت واحد متقاضی,مدیر یا نماینده واحد درخواست‌کننده برای دفاع از درخواست حاضر نیست.,43c15f1a-f5d1-42eb-a4b3-dd1429784e7a,true,false
a60ca22a-cebc-40b1-bae4-31ab00486b71,ENUM_TYPE,INV-ERR,InvitationFailure,نقص در تشریفات دعوت,دعوت‌نامه برای اعضا یا مدعوین الزامی ارسال نشده یا اشتباه ارسال شده است.,43c15f1a-f5d1-42eb-a4b3-dd1429784e7a,true,false
f537a3b8-1d61-4464-84f2-660919fdf501,ENUM_TYPE,INV-LATE,LateNotification,ارسال دیرهنگام دعوت‌نامه,زمان ارسال دعوت‌نامه کمتر از مهلت قانونی پیش از شروع جلسه است.,43c15f1a-f5d1-42eb-a4b3-dd1429784e7a,true,false
0479a6ac-27cd-4503-ae8b-29e3fe3b8aac,ENUM_TYPE,AGN-MISS,MissingAgenda,فقدان دستور جلسه مصوب,جلسه بدون سرفصل‌های مشخص و تایید شده تشکیل شده است.,43c15f1a-f5d1-42eb-a4b3-dd1429784e7a,true,false
fc6dfa35-76ab-4d77-99f0-14375c73f57d,ENUM_TYPE,DOC-INS,InsufficientDocuments,نقص مستندات پرونده,اسناد فنی، مالی یا حقوقی مورد نیاز برای تصمیم‌گیری در سیستم ناقص است.,43c15f1a-f5d1-42eb-a4b3-dd1429784e7a,true,false
93a30925-27fa-4ef9-a35c-9c2415a57e21,ENUM_TYPE,COI-DET,ConflictOfInterest,تعارض منافع محرز,وجود رابطه ذینفعی بین اعضا/مدعوین با موضوع معامله کشف شده است.,43c15f1a-f5d1-42eb-a4b3-dd1429784e7a,true,false
da43b671-f636-4a24-a2d1-9475a6f0e545,ENUM_TYPE,VEN-TEC,TechnicalInfrastructureIssue,نقص زیرساخت فنی,سامانه ضبط، ارتباط آنلاین یا زیرساخت امضای دیجیتال دچار اختلال است.,43c15f1a-f5d1-42eb-a4b3-dd1429784e7a,true,false
bc4c1234-5c1b-48a2-99e0-5253e731d8b4,ENUM_TYPE,FORCE,ForceMajeure,فورس‌ماژور,حوادث غیرمترقبه که مانع از تشکیل یا ادامه جلسه می‌شود.,43c15f1a-f5d1-42eb-a4b3-dd1429784e7a,true,false
849628e8-6fc9-4e29-ab9c-e263ae57016e,ENUM_TYPE,CMP-OUT,OutOfJurisdiction,عدم صلاحیت موضوعی,موضوع مطرح شده خارج از حدود اختیارات تعریف شده برای این کمیسیون است.,43c15f1a-f5d1-42eb-a4b3-dd1429784e7a,true,false
461099a4-5120-4728-8ef3-f16433bf97aa,ENUM_TYPE,ATH-MISS,UnauthorizedMeeting,عدم اخذ مجوز برگزاری,جلسه بدون تاییدیه مقامات بالادستی یا خارج از تقویم مصوب است.,43c15f1a-f5d1-42eb-a4b3-dd1429784e7a,true,false
e09811eb-aab2-4134-ab4c-d2bfe03ee78e,ENUM_TYPE,GST-UNV,UnverifiedGuest,عدم احراز هویت مدعو,مدعو یا نماینده پیمانکار فاقد معرفی‌نامه معتبر یا مدارک شناسایی است.,43c15f1a-f5d1-42eb-a4b3-dd1429784e7a,true,false
add9ac22-ab85-4524-afaf-b0c7e9122426,ENUM_TYPE,MAN-CAN,ManualCancellation,لغو مدیریتی,جلسه بنا به دستور کتبی یا سیستمی مقام مجاز پیش از شروع لغو شده است.,43c15f1a-f5d1-42eb-a4b3-dd1429784e7a,true,false
6ed88c63-2e00-4f7b-9639-96228b901095,ENUM_TYPE,ENUM_DECISION_TYPE,تصمیمات جلسه,تصمیمات جلسه,Parent category for تصمیمات جلسه,,true,false
560bc942-1fe4-42e6-9f36-de9afe3b173e,ENUM_TYPE,REV,Review,بررسی,بررسی موضوع و مدارک,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
5b7535b9-e326-4047-9867-faf5ea8ef8d2,ENUM_TYPE,EVL,Evaluate,ارزیابی,ارزیابی فنی، مالی یا حقوقی,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
6347ff94-5a87-4db8-8f75-22eed6e171ed,ENUM_TYPE,CLR,Clarification,استعلام  بهاء,اخذ توضیح یا اطلاعات تکمیلی,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
36b2dc21-abe2-4536-8d73-ce885587dab0,ENUM_TYPE,APM,Approve,تصویب,تأیید کامل موضوع,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
fe4884fc-6c96-4e60-a351-a351c3c7e262,ENUM_TYPE,CON,Conditional Approval,تصویب مشروط,تصویب همراه شروط,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
6c4b4584-0a31-4f7a-a379-32dacfd9dea4,ENUM_TYPE,PAP,Partial Approval,تصویب جزئی,تأیید بخشی از درخواست,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
4be4ff07-bd1f-43ac-accf-40670131ad45,ENUM_TYPE,AWD,Award,تصویب واگذاری,اجازه انعقاد قرارداد یا واگذاری,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
0939916e-710e-4121-98ce-478d7be340ec,ENUM_TYPE,WIN,Winner Selection,انتخاب برنده,تعیین برنده فرآیند رقابتی,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
a52c08cb-4192-4c15-beea-c5bfcbcbc637,ENUM_TYPE,REJ,Reject,رد,عدم تأیید موضوع,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
240a8806-6354-4db3-a173-22a13a4929e4,ENUM_TYPE,REF,Refer,ارجاع برای اقدام,ارجاع به مرجع یا واحد دیگر,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
cfa20eba-bbea-441e-b387-2c81e086a108,ENUM_TYPE,REM,Remand,بررسی مجدد,بازگشت جهت بررسی مجدد,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
5e6f1a6b-7ab2-481b-ada0-8aecb91a8ce7,ENUM_TYPE,AMD,Amend,اصلاحیه,نیازمند اصلاح و بازنگری,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
cc5267f0-d5af-40df-aefa-4c3484ce2a10,ENUM_TYPE,EXT,Extension,الحاقیه,تمدید مدت، اعتبار یا مهلت,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
b34e947e-ef72-4d66-be09-298c421e982d,ENUM_TYPE,RNW,Renewal,تجدید (تمدید),شروع دوره جدید با شرایط مجاز,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
b9d6002c-cbff-40f4-bac5-ef28a4cfc0cb,ENUM_TYPE,ESC,Escalate,ارجاع به مرجع بالاتر,طرح در سطح تصمیم‌گیری بالاتر,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
5daf911c-e90b-4754-b3e8-4d4f05d7d9a0,ENUM_TYPE,SUS,Suspend,تعلیق,توقف موقت اجرای موضوع,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
9a3f5c58-e83f-47e3-9533-beb09b4335f2,ENUM_TYPE,TER,Terminate,خاتمه,پایان قطعی موضوع یا قرارداد,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
33d6aef3-d4ce-4e57-94c2-3392e4197c8b,ENUM_TYPE,CAN,Cancel,ابطال,ابطال فرآیند یا تصمیم,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
a9dfb680-b510-4569-9d2d-9835d9380884,ENUM_TYPE,ARB,Arbitration,داوری,ارجاع به داوری یا حل اختلاف,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
d0b43685-5d7c-4a15-8eed-70fc2d2ee323,ENUM_TYPE,INF,Inform,اطلاع,صرفاً جهت اطلاع,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
38074efa-16ea-4211-856c-ad6d02928204,ENUM_TYPE,ACK,Acknowledge,اخذ اطلاع,ثبت دریافت و اطلاع,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
f9fbc00a-4e1d-4665-9e47-cea2260b8587,ENUM_TYPE,NDA,No Decision,بدون تصمیم,تصمیمی اتخاذ نشد,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
8d56f8f2-fa43-488a-9e33-6386106c7dac,ENUM_TYPE,OVR,Override,نقض تصمیم قبلی,جایگزینی تصمیم قبلی,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
bfb7f8a5-ee44-40ae-80db-d64a002c833a,ENUM_TYPE,RAT,Ratify,تنفیذ,تأیید تصمیم اتخاذ شده قبلی,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
368a09cf-8792-4944-bad7-881189e9eb64,ENUM_TYPE,OTD,Other Decision,سایر,موارد استثنایی,6ed88c63-2e00-4f7b-9639-96228b901095,true,false
536569d2-ca23-49ef-a88f-ba5523a99109,ENUM_TYPE,COMM_ENUM_MEETING_STATUS,وضعیت جلسه,وضعیت جلسه,Parent category for وضعیت جلسه,,true,false
caea554d-2cc0-4360-9cbd-e13c2ab6b148,ENUM_TYPE,PLN,Planning,در حال برنامه‌ریزی,جلسه در مرحله هماهنگی اولیه است و هنوز نهایی نشده.,536569d2-ca23-49ef-a88f-ba5523a99109,true,false
1d5966cf-73a4-4d84-8e35-69456e990373,ENUM_TYPE,SCH,Scheduled,برنامه‌ریزی شده,جلسه در تقویم ثبت شده اما هنوز برگزار نشده است.,536569d2-ca23-49ef-a88f-ba5523a99109,true,false
629ee5a1-7550-4afe-8732-dfd195782f74,ENUM_TYPE,CFM,Confirmed,تأیید شده,برنامه جلسه نهایی شده و حضور شرکت‌کنندگان تأیید است.,536569d2-ca23-49ef-a88f-ba5523a99109,true,false
b0516e90-d2ba-46ba-a274-0843eaa9e7cb,ENUM_TYPE,ACT,In Progress,در حال برگزاری,جلسه شروع شده و در حال انجام است.,536569d2-ca23-49ef-a88f-ba5523a99109,true,false
dc004e22-a5c6-4f1a-b145-120d0cbb9c8a,ENUM_TYPE,CMP,Completed,برگزار شده (کامل),جلسه به پایان رسیده و صورتجلسه آن ثبت شده است.,536569d2-ca23-49ef-a88f-ba5523a99109,true,false
9b7f0eba-a7b5-4149-97ed-f791d41af192,ENUM_TYPE,CNL,Cancelled,لغو شده,جلسه به طور کامل لغو شده و برگزار نمی‌شود.,536569d2-ca23-49ef-a88f-ba5523a99109,true,false
a86b702a-04b8-4dc1-a6e4-9185ed4cd473,ENUM_TYPE,PST,Postponed,به تعویق افتاده,جلسه به زمان دیگری موکول شده است (تاریخ جدید مشخص نیست).,536569d2-ca23-49ef-a88f-ba5523a99109,true,false
4924aa57-9458-4d04-8c96-312691827b5d,ENUM_TYPE,RSD,Rescheduled,زمانبندی مجدد,جلسه با تاریخ و زمان جدید برنامه‌ریزی شده است.,536569d2-ca23-49ef-a88f-ba5523a99109,true,false
e2c6b80b-b662-4c32-940a-b92eac2aaf1a,ENUM_TYPE,DLY,Delayed,تأخیر خورده,جلسه با تأخیر نسبت به زمان مقرر شروع شده است.,536569d2-ca23-49ef-a88f-ba5523a99109,true,false
717276d9-90fe-4dbe-83aa-76bee476493c,ENUM_TYPE,OVR,Overran,پایان یافته (بدون صورتجلسه),جلسه تمام شده اما خروجی یا صورتجلسه آن ثبت نشده است.,536569d2-ca23-49ef-a88f-ba5523a99109,true,false
6ac84013-8166-4291-8121-dbe920ba9bb6,ENUM_TYPE,NQR,No Quorum,غیبت,جلسه به دلیل عدم حضور حد نصاب برگزار نشده است.,536569d2-ca23-49ef-a88f-ba5523a99109,true,false
4957339b-fe20-4177-a9a3-6475688c6462,ENUM_TYPE,COMM_ENUM_MEETING_NATURE,نوع جلسه,نوع جلسه,Parent category for نوع جلسه,,true,false
f9f5ad5b-c364-42a0-b5dc-23add9f835c8,ENUM_TYPE,NRM,Normal,عادی,جلسه برنامه‌ریزی شده در تقویم دوره‌ای,4957339b-fe20-4177-a9a3-6475688c6462,true,false
abf077a2-017b-42f6-827c-b54ab1c45c02,ENUM_TYPE,EXT,Extraordinary,فوق‌العاده,جلسه خارج از نوبت عادی برای موضوع خاص و غیرمنتظره,4957339b-fe20-4177-a9a3-6475688c6462,true,false
59eb24d8-ecc5-42e7-91f0-f534bdb814cd,ENUM_TYPE,URG,Urgent,فوری,نیاز به تصمیم‌گیری سریع در کمتر از ۲۴ ساعت,4957339b-fe20-4177-a9a3-6475688c6462,true,false
d7963f27-edec-48cf-ab28-8a5a2b3d0531,ENUM_TYPE,EMG,Emergency,اضطراری,برای بحران یا شرایط خطرناک، بلافاصله,4957339b-fe20-4177-a9a3-6475688c6462,true,false
6da8aed1-89f2-40a1-8817-9236635dc720,ENUM_TYPE,RPL,Replacement,جایگزین,به جای جلسه عادی لغو شده,4957339b-fe20-4177-a9a3-6475688c6462,true,false
d2b999a9-c059-47de-b218-a85c4bf1ae35,ENUM_TYPE,TRF,Transferred,انتقالی,جلسه عادی که به زمان دیگر منتقل شده,4957339b-fe20-4177-a9a3-6475688c6462,true,false
1b079b4d-a31b-4ccb-99ea-1b47858e80c3,ENUM_TYPE,REV,Review,بازبینی,برای بررسی تصمیمات قبلی یا ارزیابی,4957339b-fe20-4177-a9a3-6475688c6462,true,false
e24d5684-b607-44bc-a3f1-a273e5f92ddf,ENUM_TYPE,ENUM_MEETING_MODEL,نحوی برگزاری جلسه,نحوی برگزاری جلسه,Parent category for نحوی برگزاری جلسه,,true,false
ea5ee438-7dd9-4c57-a917-26ef3f25a7f8,ENUM_TYPE,INP,In-Person,حضوری,همه شرکت‌کنندگان در یک مکان فیزیکی حاضر هستند.,e24d5684-b607-44bc-a3f1-a273e5f92ddf,true,false
e4f0fe4b-0176-4a93-a183-67301b3f84d3,ENUM_TYPE,ONL,Online,آنلاین,جلسه از طریق سامانه ویدئوکنفرانس یا ابزارهای مجازی (مثل Teams، Zoom، Meet) برگزار می‌شود.,e24d5684-b607-44bc-a3f1-a273e5f92ddf,true,false
3db12ff5-f798-4c12-a118-eab46d20e280,ENUM_TYPE,HYB,Hybrid,ترکیبی,برخی افراد حضوری و برخی آنلاین شرکت می‌کنند؛ نیاز به تجهیزات صوتی/تصویری مناسب.,e24d5684-b607-44bc-a3f1-a273e5f92ddf,true,false
fb44ebdf-d73d-44a7-97a7-25fe998325aa,ENUM_TYPE,VID,Video Conference,ویدئوکنفرانس,نوع خاصی از آنلاین که همه شرکت‌کنندگان از طریق ویدئو متصل هستند (دوربین روشن توصیه می‌شود).,e24d5684-b607-44bc-a3f1-a273e5f92ddf,true,false
0958a772-a684-438e-953e-16586cad37ba,ENUM_TYPE,AUD,Audio-Only,صوتی,فقط با تلفن یا کنفرانس صوتی (بدون تصویر). مناسب برای پهنای باند کم یا جلسات سریع.,e24d5684-b607-44bc-a3f1-a273e5f92ddf,true,false
4df5d4ac-9d89-49af-9d57-0a24ee68e028,ENUM_TYPE,CHT,Chat-Based,مبتنی بر متن,فقط با چت نوشتاری (بدون صدا و تصویر). مناسب برای بحث‌های ساده یا مستندسازی.,e24d5684-b607-44bc-a3f1-a273e5f92ddf,true,false
fa904e3f-8fa2-4b44-ba0e-5e6e89c4cfa6,ENUM_TYPE,ENUM_PERIODICITY_TYPE,دسته بندی دوره‌های تناوب برگزاری جلسات,دسته بندی دوره‌های تناوب برگزاری جلسات,Parent category for دسته بندی دوره‌های تناوب برگزاری جلسات,,true,false
86365024-5d89-4dc5-a120-ba4eaa44ee73,ENUM_TYPE,DAL,Daily,روزانه,هر روز کاری (یا هر روز هفته) در ساعت مشخص.,fa904e3f-8fa2-4b44-ba0e-5e6e89c4cfa6,true,false
89c2f847-0d11-49d8-a233-1ff39936669f,ENUM_TYPE,WKY,Weekly,هفتگی,هر هفته در یک روز و ساعت ثابت.,fa904e3f-8fa2-4b44-ba0e-5e6e89c4cfa6,true,false
d7a2baf1-248f-4ac9-8051-ecd99067af25,ENUM_TYPE,MTH,Monthly,ماهانه,هر ماه در تاریخ مشخص,fa904e3f-8fa2-4b44-ba0e-5e6e89c4cfa6,true,false
6352ce66-fcb0-41b5-a2be-5a4443ba6b86,ENUM_TYPE,ANN,Annual,سالانه,هر سال یک بار. مجمع عمومی، جلسه برنامه‌ریزی استراتژیک سالانه، بودجه سال بعد.,fa904e3f-8fa2-4b44-ba0e-5e6e89c4cfa6,true,false
00e917c8-3fc0-4778-883f-3285270fab84,ENUM_TYPE,ADH,Ad-hoc / On-demand,موردی,بدون الگوی از پیش تعیین‌شده؛ بر اساس نیاز و شرایط خاص برگزار می‌شود.,fa904e3f-8fa2-4b44-ba0e-5e6e89c4cfa6,true,false
e4234595-f4a1-46e1-bb1b-4ed1505ae2f0,ENUM_TYPE,EVT,Event-triggered,مشروط به رویداد,با وقوع یک / چند  رویداد خاص (مثلاً عبور از آستانه خطا، دریافت شکایت) برگزار می‌گردد.,fa904e3f-8fa2-4b44-ba0e-5e6e89c4cfa6,true,false
aae08e80-f863-4f23-b905-1f99407089ed,ENUM_TYPE,ENUM_DOCUMENT_CLASS,طبقه بندی انواع اسناد,طبقه بندی انواع اسناد,Parent category for طبقه بندی انواع اسناد,,true,false
442734f4-13e0-4f7b-974d-04090a6fb7a1,ENUM_TYPE,PUB,Public,عمومی,اسناد قابل انتشار برای عموم بدون هیچ محدودیت دسترسی,aae08e80-f863-4f23-b905-1f99407089ed,true,false
